VD;STATUS;POLÍTICA COML.;CODIGO;PEOP;LOJAS;REGIAO GGL;REGIAO GR;REGIAO DIV;NOME GGL;NOME GR;NOME DIV;REGIAO IM;ENDEREÇO;BAIRRO;CIDADE;UF;CEP;Latitude;Longitude;ESCOAMENTO;NOME DA FACHADA;INAUG.;SAFRA;CLUSTER;"CLUSTER 
ABREV.";PARCELAMENTO;"CLUSTER DE 
PARCELAMENTO";TELEFONE1;TELEFONE2;CELULAR;E-MAIL;2ª a 6ª;SAB;DOM;FUNC.;TIPO LOJA;FACHADA;PSICOTRÓPICOS;FARMÁCIA POP.;"SERVIÇOS
 FARMACEUTICOS";VACINAS;IFOOD;RAPPI;CORNER SHOP;SUPER EXPRESSA;VAGAS/ESTACIONAMENTO;BICICLETARIO;PDVs ATIVOS;IMOBILIÁRIO;CD SUPRIDOR;INSCR. ESTADUAL;CNPJ;CENTRO DE CUSTOS;VD NOVO;DATA DA UNIFICAÇAO;CNPJ NOVO;DATA INATIVAÇAO;REALOCAÇÃO;DATA DA VIRADA;EAC;DENGUE/COVID;INJETAVEIS;REFORMA;Operadora;Circuito/Designação;ID VIVO
1489;ATIVA;402;1489;L1489;DP SAO BENEDITO 2;MG NORTE BH;MINAS;NORTE;POLIANA MATOS;VERONICA GOMES;BRUNO MAGLIANO;MG BH CENTRAL;AV BRASILIA, 1698 LOJA 01 E 02;SAO BENEDITO;SANTA LUZIA;MG;33105-516;-19.789104;-43.930599;NORMAL;DROGARIAS PACHECO;8/14/2015;MADURA;POP_M;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3635-1435;3637-3239;(31)97119-8193;saobenedito2@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;-;-;3;TAKANO;909;24827840385;33.438.250/0502-61;3014890000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
1284;ATIVA;402;1284;L1284;DP SAO PAULO;MG NORTE BH;MINAS;NORTE;POLIANA MATOS;VERONICA GOMES;BRUNO MAGLIANO;MG BH CENTRAL;R SAO PAULO, 775;CENTRO;BELO HORIZONTE;MG;30170-131;-19.920015;-43.940349;NORMAL;DROGARIAS PACHECO;12/1/2007;MADURA;POP_PPP;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3201-1046;3201-1076;(31)99920-0229;saopaulomg@dpsp.com.br;07 ÀS 20;07 ÀS 20;NÃO ABRE;CONVENCIONAL;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;-;-;3;ANTIGO;909;3671539865984;33.438.250/0294-91;3012840000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1261;ATIVA;402;1261;L1261;DP TUPIS;MG NORTE BH;MINAS;NORTE;POLIANA MATOS;VERONICA GOMES;BRUNO MAGLIANO;MG BH CENTRAL;R DOS TUPIS, 256;CENTRO;BELO HORIZONTE;MG;30190-060;-19.921944;-43.939572;NORMAL;DROGARIAS PACHECO;6/1/1997;MADURA;POP_PP;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3274-8370;3274-8371;(31)99947-3515;tupis@dpsp.com.br;07 ÀS 20;07 ÀS 20;07 ÀS 20;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;INATIVO;ATIVO;-;-;3;ANTIGO;909;3671539863256;33.438.250/0267-19;3012610000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1256;ATIVA;417;1256;L1256;DP VENDA NOVA;MG NORTE BH;MINAS;NORTE;POLIANA MATOS;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;R PADRE PEDRO PINTO, 714;VENDA NOVA;BELO HORIZONTE;MG;31610-000;-19.816291;-43.956379;NORMAL;DROGARIAS PACHECO;3/1/1996;MADURA;POP_P;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3451-2535;3451-0258;(31)99872-8337;vendanova@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;OLD;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;-;-;4;ANTIGO;909;3671539866220;33.438.250/0297-34;3012560000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
1164;ATIVA;417;1164;L1164;DP VESPASIANO;MG NORTE BH;MINAS;NORTE;POLIANA MATOS;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;R DONA MARIANA DA COSTA, 127;CENTRO;VESPASIANO;MG;33200-000;-19.688142;-43.921251;NORMAL;DROGARIAS PACHECO;10/21/2009;MADURA;POP_M;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3622-1328;3621-1454;(31)99596-7504;vespasiano@dpsp.com.br;07 ÀS 22;07 ÀS 22;07 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;-;-;3;ANTIGO;909;3671539861199;33.438.250/0167-56;3011640000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
1822;ATIVA;9999;1822;L1822;DP CONTAGEM - GIL DINIZ;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;-;AV PREFEITO GIL DINIZ,675;FONTE GRANDE	;CONTAGEM;MG;32013-650;-;-;NORMAL;DROGARIAS PACHECO;12/30/2024;2024;CBR_G;CBR;Parcela minima de 40 e até 3X;PADRÃO;(31) 2586-3401;(31) 2586-3402;-;cgildiniz@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;-;-;-;-;INATIVO;INATIVO;-;-;-;-;-;-;-;-;909;24827847070;33.438.250/0718-54;3018220000;-;-;-;-;-;-;INATIVO;INATIVO;INATIVO;-;;;
1255;ATIVA;402;1255;L1255;DP BARREIRO 1;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH CENTRAL;AV SINFRONIO BROCHADO;BARREIRO;BELO HORIZONTE;MG;30640-000;-19.975318;-44.014031;NORMAL;DROGARIAS PACHECO;9/1/1994;MADURA;POP_P;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3384-1881;3384-3537;(31)97124-6777;barreiro1@dpsp.com.br;07 ÀS 23;07 ÀS 22;07 ÀS 20;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;12;-;3;ANTIGO;909;3671539863337;33.438.250/0268-08;3012550000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
1793;ATIVA;411;1793;L1793;DP BARREIRO 4;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH CENTRAL;AV VISCONDE DE IBITURUNA,182;BARREIRO;BELO HORIZONTE;MG;30640-080;-19.974249;-44.016252;NORMAL;DROGARIAS PACHECO;7/28/2023;2023;POP_P;POP;Parcela minima de 40 e até 3X;PADRÃO;(31) 2538-7828;(31) 2538-7829;(31)98275-9379;barreiro4@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;OPERACAO;INATIVO;INATIVO;INATIVO;INATIVO;-;-;;TAKANO;909;24827845662;33.438.250/0686-32;3017930000;-;-;-;;SIM;-;OPERACAO;INATIVO;OPERACAO;-;;;
1207;ATIVA;411;1207;L1207;DP BETANIA;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;R URSULA PAULINO, 1615;BETANIA;BELO HORIZONTE;MG;30580-003;-19.961259;-43.990138;NORMAL;DROGARIAS PACHECO;7/6/2009;MADURA;POP_M;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3386-6593;3383-1391;(31)99503-3055;betania@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;INATIVO;ATIVO;-;-;3;ANTIGO;909;3671539867138;33.438.250/0428-38;3012070000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
1264;ATIVA;417;1264;L1264;DP BETIM 1;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;AV AMAZONAS;CENTRO;BETIM;MG;32600-065;-19.966313;-44.199465;NORMAL;DROGARIAS PACHECO;10/1/1998;MADURA;POP_P;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3531-2539;3531-2505;(31)99503-3045;betim1@dpsp.com.br;07 ÀS 22;07 ÀS 22;NÃO ABRE;CONVENCIONAL;RUA;N/C;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;3;TAKANO;909;3671539866719;33.438.250/0304-06;3012640000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1282;ATIVA;417;1282;L1282;DP BETIM 2;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;AV JUIZ MARCO TULIO ISAAC;JARDIM CIDADE;BETIM;MG;32604-245;-19.945138;-44.121992;NORMAL;DROGARIAS PACHECO;11/1/2007;MADURA;CBR_P;CBR;Parcela minima de 40 e até 3X;PADRÃO;(31)3532-2583;3511-6821;(31)99502-8399;betim2@dpsp.com.br;07 ÀS 22;07 ÀS 22;08 ÀS 20;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;13;-;3;ANTIGO;909;3671539867057;33.438.250/0307-40;3012820000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
1799;ATIVA;19;1799;L1799;DP BURITIS 2;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;AV PROF MARIO WERNECK, 2550;BURITIS;BELO HORIZONTE;MG;30575-180;-19.97115;-43.96843;NORMAL;DROGARIAS PACHECO;12/21/2023;2023;AR_G;AR;Parcela minima de 60 e até 3X;PADRÃO;(31) 2537-9589;(31) 2537-9590;(31)97176-3021;buritis2@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;OPERACAO;INATIVO;INATIVO;INATIVO;INATIVO;-;-;;TAKANO;909;24827845417;33.438.250/0688-02;3017990000;-;-;-;;SIM;-;INATIVO;INATIVO;OPERACAO;-;;;
1266;ATIVA;417;1266;L1266;DP CARREFOUR;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;ROD.BR381,;JARDIM RIACHO DAS PEDRAS;CONTAGEM;MG;32241-410;-19.957484;-44.063408;NORMAL;DROGARIAS PACHECO;8/1/1999;MADURA;POP_PPP;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3911-8888;3396-3400;(31)97176-0087;carrefour@dpsp.com.br;08 ÀS 22;08 ÀS 22;08 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;INATIVO;4;-;3;ANTIGO;909;3671539866557;33.438.250/0302-36;3012660000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1439;ATIVA;324;1439;L1439;DP CURVELO;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG INTERIOR Z.MATA-VALE DO ACO;AV ANTONIO OLINTO, 245;CENTRO;CURVELO;MG;35790-000;-18.759199;-44.429334;NORMAL;DROGARIAS PACHECO;12/31/2013;MADURA;POP_G;POP;Parcela minima de 40 e até 3X;PADRÃO;(38)3722-8339;3722-5527;(38)99898-2289;curvelo@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;5;-;3;ANTIGO;909;3671539869033;33.438.250/0458-53;3014390000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
1248;ATIVA;411;1248;L1248;DP ELDORADO;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;R CASUARINAS,1680;ELDORADO;CONTAGEM;MG;32310-570;-19.941289;-44.043153;NORMAL;DROGARIAS PACHECO;12/1/1992;MADURA;CBR_G;CBR;Parcela minima de 40 e até 3X;PADRÃO;(31)3391-9999;3391-2832;(31)97160-2859;eldorado@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 20;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;OPERACAO;ATIVO;ATIVO;ATIVO;ATIVO;-;-;3;ANTIGO;909;3671539866638;33.438.250/0303-17;3012480000;-;-;-;;SIM;45473;OPERACAO;INATIVO;OPERACAO;-;;;
1452;ATIVA;411;1452;L1452;DP ELDORADO 2;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;AV.JOAO CESAR DE OLIVEIRA,;ELDORADO;CONTAGEM;MG;32340-000;-19.938169;-44.049837;NORMAL;DROGARIAS PACHECO;3/18/2014;MADURA;POP_P;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3391-1671;3391-1093;(31)97152-8025;eldorado2@dpsp.com.br;07 ÀS 22;07 ÀS 22;07 ÀS 20;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;INATIVO;-;-;3;ANTIGO;909;3671539869378;33.438.250/0467-44;3014520000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1409;ATIVA;417;1409;L1409;DP INCONFIDENTES;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;AV JAIR RODRIGUES VALE;INCONFIDENTES;CONTAGEM;MG;32260-080;-19.954006;-44.037968;ESCOADORA;DROGARIAS PACHECO;4/8/2013;MADURA;CBR_G;CBR;Parcela minima de 40 e até 3X;PADRÃO;(31)3362-0643;3361-0681;(31)97127-2648;inconfidentes@dpsp.com.br;07 ÀS 22;07 ÀS 22;07 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;7;-;3;ANTIGO;909;3671539868460;33.438.250/0422-42;3014090000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
1358;ATIVA;423;1358;L1358;DP ITAUNA;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG INTERIOR TRIANGULO-SUL DE MINAS;PC DOUTOR AUGUSTO GONCALVES, 455 - 463 LOJA;CENTRO;ITAUNA;MG;35680-054;-20.072614;-44.577224;NORMAL;DROGARIAS PACHECO;7/25/2011;MADURA;CBR_G;CBR;Parcela minima de 40 e até 3X;PADRÃO;(37)3241-2228;3242-1861;(37)99830-9678;itauna@dpsp.com.br;07 ÀS 22;07 ÀS 22;07 ÀS 21;DOMINGOS E FERIADOS;POSTO;OLD;COMERCIALIZA;COMERCIALIZA;OPERACAO;OPERACAO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;3;ANTIGO;909;3671539867472;33.438.250/0410-09;3013580000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
1451;ATIVA;432;1451;L1451;DP MONTES CLAROS;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG INTERIOR Z.MATA-VALE DO ACO;AV CORONEL PRATES, 87;CENTRO;MONTES CLAROS;MG;39400-104;-16.722883;-43.867567;ESCOADORA;DROGARIAS PACHECO;4/15/2014;MADURA;POP_G;POP;Parcela minima de 40 e até 3X;PADRÃO;(38)3221-2446;3216-9289;(38)99740-7123;montesclaros@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;OLD;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;3;ANTIGO;909;3671539869297;33.438.250/0466-63;3014510000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
1536;ATIVA;432;1536;L1536;DP MONTES CLAROS 2;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG INTERIOR Z.MATA-VALE DO ACO;AV DONATO QUINTINO, 315;Cidade Nova;MONTES CLAROS;MG;39400-546;-16.740045;-43.869478;NORMAL;DROGARIAS PACHECO;9/29/2017;MADURA;CBR_G;CBR;Parcela minima de 40 e até 3X;PADRÃO;(38)3214-3414;3224-4788;(38)99747-9645;montesclaros2@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;POSTO;N/C;COMERCIALIZA;-;OPERACAO;OPERACAO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;3;ANTIGO;909;24827841292;33.438.250/0554-92;3015360000;-;-;-;;SIM;45379;INATIVO;INATIVO;OPERACAO;-;;;
1624;ATIVA;432;1624;L1624;DP MONTES CLAROS 3;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG INTERIOR Z.MATA-VALE DO ACO;AV DEPUTADO ESTEVES RODRIGUES, 839;TODOS OS SANTOS;MONTES CLAROS;MG;39400-634;-16.72255;-43.87201;NORMAL;DROGARIAS PACHECO;2/12/2020;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(38)3321-0579;3321-0605;(38)99893-7320;montesclaros3@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;OLD;COMERCIALIZA;-;OPERACAO;OPERACAO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;2;ANTIGO;909;24827841861;33.438.250/0600-62;3016240000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
1796;ATIVA;408;1796;L1796;DP MONTES CLAROS 4;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG INTERIOR Z.MATA-VALE DO ACO;R DOUTOR SANTOS, 345;CENTRO;MONTES CLAROS;MG;39400-001;16.72654;43.86585;NORMAL;DROGARIAS PACHECO;12/20/2023;2023;CBR_G;CBR;Parcela minima de 40 e até 3X;PADRÃO;(38) 3016-8027;(38) 3016-8028;(38)99737-1714;montesclaros4@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;OPERACAO;INATIVO;INATIVO;INATIVO;INATIVO;13;-;4;TAKANO;909;24827845824;33.438.250/0692-80;3017960000;-;-;-;;SIM;-;OPERACAO;INATIVO;OPERACAO;-;;;
1440;ATIVA;417;1440;L1440;DP PETROLANDIA;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;R GENTIL DO OURO, 347;PETROLANDIA;CONTAGEM;MG;32073-560;-19.825023;-44.019143;NORMAL;DROGARIAS PACHECO;1/31/2014;MADURA;POP_M;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3396-5920;3395-9706;(31)99549-1352;petrolandia@dpsp.com.br;07 ÀS 22;07 ÀS 22;07 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;-;-;2;ANTIGO;909;3671539869114;33.438.250/0459-34;3014400000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
1243;ATIVA;414;1243;L1243;DP SETE LAGOAS;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;R DOUTOR AVELAR, 26;CENTRO;SETE LAGOAS;MG;35700-008;-19.460939;-44.241771;ESCOADORA;DROGARIAS PACHECO;9/23/2009;MADURA;POP_M;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3776-4781;3776-3260;(31)99614-7537;setelagoas@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;OLD;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;2;-;3;ANTIGO;909;3671539862675;33.438.250/0255-85;3012430000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1494;ATIVA;417;1494;L1494;DP SETE LAGOAS 2;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;AVENIDA MUCIO JOSE REIS, 257;CENTRO;SETE LAGOAS;MG;35700-293;-19.467242;-44.257005;NORMAL;DROGARIAS PACHECO;1/13/2016;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(31)3176-0969;(31)3176-0758;(31)99821-1820;setelagoas2@dpsp.com.br;07 ÀS 22;07 ÀS 22;07 ÀS 20;DOMINGOS E FERIADOS;RUA;OLD;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;-;-;3;ANTIGO;909;24827840539;33.438.250/0513-14;3014940000;-;-;-;;SIM;45356;INATIVO;INATIVO;OPERACAO;-;;;
1291;ATIVA;417;1291;L1291;DP TIRADENTES;MG OESTE BH;MINAS;NORTE;EM DEFINIÇÃO;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;R TIRADENTES, 2783;INDUSTRIAL;CONTAGEM;MG;32230-020;-19.968996;-44.032188;NORMAL;DROGARIAS PACHECO;3/25/2013;MADURA;POP_M;POP;Parcela minima de 40 e até 3X;PADRÃO;(31)3361-5201;3361-5185;(31)99574-1862;tiradentesmg@dpsp.com.br;07 ÀS 22;07 ÀS 22;07 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;-;-;3;ANTIGO;909;3671539867707;33.438.250/0258-28;3012910000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1254;ATIVA;402;1254;L1254;DP AUGUSTO DE LIMA 2;MG SUL BH;MINAS;NORTE;GIL BATISTA;VERONICA GOMES;BRUNO MAGLIANO;MG BH CENTRAL;R MATO GROSSO, 417 - LOJA 05;BARRO PRETO;BELO HORIZONTE;MG;30190-080;-19.921348;-43.947544;NORMAL;DROGARIAS PACHECO;1/1/1989;MADURA;COMPACTA;COMP;-;PADRÃO;(31)3337-7013;3291-6624;(31)99949-4398;augustodelima2@dpsp.com.br;07 ÀS 20;07 ÀS 20;NÃO ABRE;CONVENCIONAL;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;ATIVO;ATIVO;-;-;3;ANTIGO;909;3671539864163;33.438.250/0276-00;3012540000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1515;ATIVA;414;1515;L1515;DP BAIRRO DE LOURDES;MG SUL BH;MINAS;NORTE;GIL BATISTA;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;RUA GONCALVES DIAS,  2600;SANTO AGOSTINHO;BELO HORIZONTE;MG;30140-094;-19.928728;-43.951401;ESCOADORA;DROGARIAS PACHECO;12/22/2016;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(31)2513-0511;2514-2149;(31)99962-6461;bairrodelourdes@dpsp.com.br;07 ÀS 22;07 ÀS 22;07 ÀS 22;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;ATIVO;ATIVO;-;-;3;ANTIGO;909;24827840610;33.438.250/0528-09;3015150000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
1500;ATIVA;414;1500;L1500;DP BAIRRO LUXEMBURGO;MG SUL BH;MINAS;NORTE;GIL BATISTA;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;R GUAICUI, 503 LOJA 01 LOJA 02 LOJA 03 LOJA 04;LUXEMBURGO;BELO HORIZONTE;MG;30380-342;-19.947352;-43.955973;NORMAL;DROGARIAS PACHECO;8/19/2016;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(31)3296-8256;3293-4864;(31)99870-8408;luxemburgo@dpsp.com.br;07 ÀS 22;07 ÀS 22;07 ÀS 22;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;4;-;3;ANTIGO;909;24827840466;33.438.250/0511-52;3015000000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
1253;ATIVA;414;1253;L1253;DP CIDADE NOVA;MG SUL BH;MINAS;NORTE;GIL BATISTA;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;AV CRISTIANO MACHADO,1750;CIDADE NOVA;BELO HORIZONTE;MG;31170-024;-19.887267;-43.929182;NORMAL;DROGARIAS PACHECO;2/1/1986;MADURA;AR_G;AR;Parcela minima de 60 e até 3X;PADRÃO;(31)3484-1500;(31)3482-5473;(31)99687-2754;cidadenova@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;OLD;COMERCIALIZA;COMERCIALIZA;OPERACAO;OPERACAO;ATIVO;ATIVO;ATIVO;ATIVO;-;-;4;ANTIGO;909;3671539863418;33.438.250/0269-80;3012530000;-;-;-;;SIM;-;OPERACAO;INATIVO;OPERACAO;-;;;
1482;ATIVA;414;1482;L1482;DP CIDADE NOVA 2;MG SUL BH;MINAS;NORTE;GIL BATISTA;VERONICA GOMES;BRUNO MAGLIANO;MG BH METROPOLITANA;R CORONEL PEDRO PAULO PENIDO, 512 PAVMTO 1;CIDADE NOVA;BELO HORIZONTE;MG;31170-330;-19.887092;-43.925618;ESCOADORA;DROGARIAS PACHECO;3/18/2015;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(31)2512-0217;2573-0317;(31)99678-7278;cidadenova2@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;ATIVO;ATIVO;-;-;3;ANTIGO;909;24827840040;33.438.250/0494-17;3014820000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
